"tipo_selecao","sigma_p","encounters_n","n_reps","Metrica","Gen_1","Gen_50","Delta","Delta_pct"
"u-shaped",0.8,10,8,"Centralization",0.0187271552638632,0.012941889894301,-0.00578526536956219,-30.8923874878408
"u-shaped",0.8,10,8,"I_s",0.347641915615673,0.39156153910955,0.0439196234938775,12.6335811422785
"u-shaped",0.8,10,8,"Modularity",0.616142679947066,0.697723445057544,0.0815807651104781,13.2405638767772
"u-shaped",0.8,10,8,"Nestedness",0.899997568860238,0.678943615513967,-0.221053953346271,-24.561616719278
"u-shaped",0.8,10,8,"varz_males",0.700942799856488,0.0870692617617469,-0.613873538094741,-87.5782643348967
"u-shaped",0.8,10,8,"zbar_males",4.9497254818884,4.79574314186998,-0.153982340018428,-3.11092687022475
"uniform",1,10,8,"Centralization",0.0165610265956408,0.0134863749042237,-0.00307465169141705,-18.5655863400785
"uniform",1,10,8,"I_s",0.286330901976955,0.332266568905536,0.0459356669285813,16.0428604147932
"uniform",1,10,8,"Modularity",0.633056085583011,0.66453381618605,0.0314777306030388,4.97234468160108
"uniform",1,10,8,"Nestedness",0.832010096427366,0.679320551854357,-0.15268954457301,-18.3518860202124
"uniform",1,10,8,"varz_males",0.765205153630168,0.0743336198136958,-0.690871533816472,-90.2857920570642
"uniform",1,10,8,"zbar_males",4.96156308454503,5.02833667779122,0.066773593246185,1.34581768100824
"gaussian",1,10,8,"Centralization",0.0149133805801376,0.0122318112856295,-0.00268156929450811,-17.980961996501
"gaussian",1,10,8,"I_s",0.392946599552199,0.435605449797674,0.0426588502454755,10.8561443957244
"gaussian",1,10,8,"Modularity",0.715714241479277,0.746872469856776,0.031158228377499,4.35344535175094
"gaussian",1,10,8,"Nestedness",0.665942500782496,0.593319605006216,-0.0726228957762803,-10.9052802142748
"gaussian",1,10,8,"varz_males",0.699212212587895,0.0826021161181579,-0.616610096469737,-88.1864025497446
"gaussian",1,10,8,"zbar_males",5.00452022456623,5.03386330311386,0.0293430785476314,0.586331500941726
"sigmoid",1,10,8,"Centralization",0.0222741660971211,0.0155336289816618,-0.00674053711545927,-30.2616811155524
"sigmoid",1,10,8,"I_s",0.576685169037303,0.305563027903887,-0.271122141133416,-47.0138917541468
"sigmoid",1,10,8,"Modularity",0.652013708033518,0.620644554587273,-0.031369153446245,-4.81111870191423
"sigmoid",1,10,8,"Nestedness",0.909060629328923,0.85013172244305,-0.058928906885873,-6.48239567138387
"sigmoid",1,10,8,"varz_males",0.665474932986881,0.0757527986382819,-0.589722134348599,-88.6167314675134
"sigmoid",1,10,8,"zbar_males",4.97019830628289,5.80269106949944,0.832492763216546,16.7496890851253
"u-shaped",1,10,8,"Centralization",0.0179598240289842,0.0128997320393738,-0.00506009198961032,-28.1745076201425
"u-shaped",1,10,8,"I_s",0.326585528271684,0.397600365352171,0.0710148370804868,21.7446368356562
"u-shaped",1,10,8,"Modularity",0.604560594911236,0.692585861931384,0.0880252670201487,14.560205835624
