"tipo_selecao","sigma_p","encounters_n","n_reps","Metrica","Gen_1","Gen_50","Delta","Delta_pct"
"sigmoid",1,40,8,"I_s",0.598015590551702,0.267503422405434,-0.330512168146269,-55.2681524308343
"sigmoid",1,40,8,"Modularity",0.585896217511103,0.589125091098142,0.00322887358703894,0.551099920179592
"sigmoid",1,40,8,"Nestedness",1.10493593277225,0.938491071300822,-0.166444861471424,-15.0637567785328
"sigmoid",1,40,8,"varz_males",0.701591384552078,0.0778133186322796,-0.623778065919798,-88.9090259165656
"sigmoid",1,40,8,"zbar_males",5.0115263382452,5.89439795858714,0.882871620341934,17.616820919494
"u-shaped",1,40,8,"Centralization",0.0184539657592773,0.0151663065780555,-0.00328765918122182,-17.81546158754
"u-shaped",1,40,8,"I_s",0.29989710308774,0.365966020630057,0.0660689175423178,22.0305287587217
"u-shaped",1,40,8,"Modularity",0.5874950744884,0.626039225794157,0.0385441513057568,6.56076160967335
"u-shaped",1,40,8,"Nestedness",0.946622754948151,0.805272529325732,-0.141350225622419,-14.9320544941011
"u-shaped",1,40,8,"varz_males",0.731848732559576,0.0861092013268844,-0.645739531232692,-88.2340164714469
"u-shaped",1,40,8,"zbar_males",4.96314236589864,4.95583703190364,-0.00730533399500732,-0.147191707519851
"uniform",1.2,40,8,"Centralization",0.0189224158194916,0.0154076591882439,-0.00351475663124771,-18.5745660848824
"uniform",1.2,40,8,"I_s",0.277117705131157,0.328776594281507,0.0516588891503493,18.6414971666641
"uniform",1.2,40,8,"Modularity",0.587864100897927,0.618402951644854,0.030538850746927,5.19488274590687
"uniform",1.2,40,8,"Nestedness",0.943150440621204,0.745826001651893,-0.197324438969311,-20.9218413596184
"uniform",1.2,40,8,"varz_males",0.760611748223461,0.0741411782225014,-0.686470570000959,-90.2524279442605
"uniform",1.2,40,8,"zbar_males",5.01525499619695,5.00507543453524,-0.01017956166171,-0.202971965920558
"gaussian",1.2,40,8,"Centralization",0.0168829637905509,0.0137453786157183,-0.00313758517483268,-18.5843268620213
"gaussian",1.2,40,8,"I_s",0.313643330082058,0.407598122473771,0.0939547923917124,29.9559350958081
"gaussian",1.2,40,8,"Modularity",0.633437143766966,0.718042619729601,0.0846054759626347,13.3565700709461
"gaussian",1.2,40,8,"Nestedness",0.872985526197626,0.639915163247491,-0.233070362950135,-26.6980787144657
"gaussian",1.2,40,8,"varz_males",0.720734525837833,0.0846267174803229,-0.63610780835751,-88.2582678577876
"gaussian",1.2,40,8,"zbar_males",4.96513228308931,4.99396594888428,0.028833665794969,0.580723013023707
"sigmoid",1.2,40,8,"Centralization",0.0245370551873416,0.0191378384097515,-0.0053992167775901,-22.0043388922053
"sigmoid",1.2,40,8,"I_s",0.595786576922093,0.300554654157343,-0.295231922764751,-49.5533021723912
"sigmoid",1.2,40,8,"Modularity",0.600744538029677,0.594249975311601,-0.00649456271807647,-1.08108560410343
"sigmoid",1.2,40,8,"Nestedness",1.04402668902934,0.920043123370797,-0.123983565658543,-11.8755168772374
"sigmoid",1.2,40,8,"varz_males",0.672702459556611,0.0809722836697167,-0.591730175886894,-87.9631354814598
"sigmoid",1.2,40,8,"zbar_males",4.95385050565713,5.91714283953313,0.963292333875999,19.4453250613023
"u-shaped",1.2,40,8,"Centralization",0.0168951724938086,0.0152500220228997,-0.00164515047090888,-9.73739967148463
"u-shaped",1.2,40,8,"I_s",0.30781996226661,0.341334053738628,0.0335140914720177,10.887562725055
"u-shaped",1.2,40,8,"Modularity",0.592575888744214,0.623910498855592,0.031334610111378,5.28786450926686
"u-shaped",1.2,40,8,"Nestedness",0.922041042439452,0.80206645642666,-0.119974586012792,-13.0118487670976
"u-shaped",1.2,40,8,"varz_males",0.758106117816786,0.0836590222453252,-0.674447095571461,-88.964734582772
"u-shaped",1.2,40,8,"zbar_males",5.00106366703391,5.00531122281371,0.00424755577979319,0.0849330474993208
"uniform",1.5,40,8,"Centralization",0.0161075884866356,0.0145205523725603,-0.00158703611407527,-9.85272323906235
"uniform",1.5,40,8,"I_s",0.288001957890114,0.333013885731145,0.045011927841031,15.6290353616989
"uniform",1.5,40,8,"Modularity",0.583934110439278,0.625894060977702,0.0419599505384238,7.18573376486921
"uniform",1.5,40,8,"Nestedness",0.934636964477233,0.761718400580451,-0.172918563896782,-18.5011475544946
"uniform",1.5,40,8,"varz_males",0.737270589715985,0.0720195610280447,-0.66525102868794,-90.2315971866193
"uniform",1.5,40,8,"zbar_males",5.02693515083601,4.98531590051206,-0.0416192503239552,-0.827924949798361
"gaussian",1.5,40,8,"Centralization",0.0162327819773666,0.0128411993033873,-0.00339158267397934,-20.8934160435852
"gaussian",1.5,40,8,"I_s",0.329320172252466,0.462169444456431,0.132849272203965,40.3404599527898
"gaussian",1.5,40,8,"Modularity",0.683585212719472,0.74513699480452,0.0615517820850476,9.00425886045418
"gaussian",1.5,40,8,"Nestedness",0.836731967622306,0.628067899070773,-0.208664068551533,-24.9379821287911
"gaussian",1.5,40,8,"varz_males",0.645569528007925,0.0836757954440145,-0.561893732563911,-87.0384533634637
"gaussian",1.5,40,8,"zbar_males",4.9918667374557,4.96407077823122,-0.0277959592244788,-0.556824945183654
"sigmoid",1.5,40,8,"Centralization",0.0246479388815845,0.0170412273430424,-0.00760671153854211,-30.8614508299735
"sigmoid",1.5,40,8,"I_s",0.585663992875554,0.276056052726045,-0.309607940149509,-52.8644314685224
"sigmoid",1.5,40,8,"Modularity",0.602625092948598,0.603267412500672,0.000642319552073944,0.106586924373017
"sigmoid",1.5,40,8,"Nestedness",1.0433472065113,0.899188432100756,-0.144158774410539,-13.8169512038635
"sigmoid",1.5,40,8,"varz_males",0.71798736602351,0.0785894522007095,-0.6393979138228,-89.0542012408982
"sigmoid",1.5,40,8,"zbar_males",4.99191478785345,5.936312730026,0.944397942172548,18.9185509430269
"u-shaped",1.5,40,8,"Centralization",0.0177595089836047,0.0152968667357863,-0.00246264224781834,-13.866612247511
"u-shaped",1.5,40,8,"I_s",0.306299447318805,0.321320643692942,0.0150211963741367,4.90408863144381
"u-shaped",1.5,40,8,"Modularity",0.604413820636333,0.636275706930532,0.0318618862941991,5.27153503218284
"u-shaped",1.5,40,8,"Nestedness",0.877145673375797,0.781680373581983,-0.0954652997938147,-10.883631156317
"u-shaped",1.5,40,8,"varz_males",0.720650119643415,0.0840234567186468,-0.636626662924768,-88.3406032375014
"u-shaped",1.5,40,8,"zbar_males",5.00823686778308,5.030087364732,0.0218504969489199,0.436291204385311
"uniform",2,40,8,"Centralization",0.0165549501231559,0.0145068516863386,-0.00204809843681729,-12.3715168066411
"uniform",2,40,8,"I_s",0.291152928032774,0.31477941615581,0.0236264881230359,8.11480354419666
"uniform",2,40,8,"Modularity",0.597850432216626,0.623750015191069,0.0258995829744428,4.33211746262623
"uniform",2,40,8,"Nestedness",0.899762121670332,0.770023493955431,-0.129738627714901,-14.419214211202
"uniform",2,40,8,"varz_males",0.693396576377895,0.0753143797480887,-0.618082196629806,-89.1383398312248
"uniform",2,40,8,"zbar_males",5.0180852065135,4.96062959746181,-0.0574556090516873,-1.14497077445217
"gaussian",2,40,8,"Centralization",0.0186906096214823,0.0109807047081072,-0.00770990491337512,-41.2501521861204
"gaussian",2,40,8,"I_s",0.429268723035124,0.473572247137109,0.0443035241019853,10.3206969724557
"gaussian",2,40,8,"Modularity",0.718763741967701,0.800824087411194,0.0820603454434929,11.4168732578028
"gaussian",2,40,8,"Nestedness",0.830490026294547,0.511969898253148,-0.318520128041399,-38.3532755309009
"gaussian",2,40,8,"varz_males",0.684428936309109,0.0825611018184615,-0.601867834490648,-87.9372280395266
"gaussian",2,40,8,"zbar_males",4.97929414352331,4.96289848990024,-0.0163956536230643,-0.329276663528515
"sigmoid",2,40,8,"Centralization",0.024388916081627,0.0170341470454358,-0.00735476903619127,-30.1561947713283
"sigmoid",2,40,8,"I_s",0.607194124751687,0.333358426848758,-0.273835697902929,-45.0985420873291
"sigmoid",2,40,8,"Modularity",0.645401027180077,0.630464879398899,-0.0149361477811781,-2.31424295161692
"sigmoid",2,40,8,"Nestedness",0.950270448722638,0.885897332301189,-0.0643731164214496,-6.77418902250202
"sigmoid",2,40,8,"varz_males",0.728810093676058,0.074058842526015,-0.654751251150043,-89.8383895655906
"sigmoid",2,40,8,"zbar_males",5.00501975096009,5.86099407815074,0.855974327190647,17.1023166697084
"u-shaped",2,40,8,"Centralization",0.0173007245337196,0.0143950940495199,-0.00290563048419968,-16.7948485540968
"u-shaped",2,40,8,"I_s",0.290532870783663,0.321057594316682,0.0305247235330189,10.5064612657024
"u-shaped",2,40,8,"Modularity",0.595915633009336,0.620739867912413,0.0248242349030772,4.16572976575835
"u-shaped",2,40,8,"Nestedness",0.894427995841572,0.758463383664914,-0.135964612176658,-15.2012920893345
"u-shaped",2,40,8,"varz_males",0.73419109382945,0.0812713488621805,-0.652919744967269,-88.9304910471906
"u-shaped",2,40,8,"zbar_males",5.02178740919832,4.98260959990871,-0.0391778092896127,-0.780156667282477
"uniform",0.2,200,9,"Centralization",0.0168120188143328,0.0136456600435558,-0.00316635877077695,-18.833899757937
"uniform",0.2,200,9,"I_s",0.270127849633992,0.32046804068212,0.050340191048128,18.6356908835339
"uniform",0.2,200,9,"Modularity",0.592738697141229,0.617216400763092,0.0244777036218632,4.12959432881957
"uniform",0.2,200,9,"Nestedness",0.874628919479878,0.774941220300943,-0.0996876991789355,-11.3977135855761
"uniform",0.2,200,9,"varz_males",0.762708837610319,0.0763799751418033,-0.686328862468516,-89.9856968510929
"uniform",0.2,200,9,"zbar_males",5.00038679017519,5.01785832069283,0.0174715305176445,0.349403581178415
"gaussian",0.2,200,9,"Centralization",0.0256450591182998,0.0159604891799193,-0.00968456993838053,-37.7638822890052
"gaussian",0.2,200,9,"I_s",0.694357736027029,0.33615318952117,-0.358204546505859,-51.5878959677804
"gaussian",0.2,200,9,"Modularity",0.562115923720282,0.629311274621713,0.0671953509014311,11.9540023802757
"gaussian",0.2,200,9,"Nestedness",1.08792422142694,0.783510344315072,-0.30441387711187,-27.9811655183662
"gaussian",0.2,200,9,"varz_males",0.723200076221885,0.071965857545182,-0.651234218676703,-90.0489698616815
"gaussian",0.2,200,9,"zbar_males",4.9916366845329,4.98281863597572,-0.00881804855717228,-0.176656457880757
"sigmoid",0.2,200,9,"Centralization",0.0236518252937511,0.0168230438570647,-0.00682878143668641,-28.8721117794262
"sigmoid",0.2,200,9,"I_s",0.557243147063562,0.31401705629032,-0.243226090773242,-43.6481080215955
"sigmoid",0.2,200,9,"Modularity",0.576284240443945,0.595472776382487,0.0191885359385426,3.3296999278968
"sigmoid",0.2,200,9,"Nestedness",1.06479336902051,0.887285818567133,-0.177507550453372,-16.6706100561708
"sigmoid",0.2,200,9,"varz_males",0.69429553426643,0.0727021404151149,-0.621593393851315,-89.5286464009985
"sigmoid",0.2,200,9,"zbar_males",5.02774940156398,5.74338354693983,0.715634145375842,14.2336876446791
"u-shaped",0.2,200,9,"Centralization",0.02689426742273,0.0196334491053314,-0.00726081831739864,-26.9976430414389
"u-shaped",0.2,200,9,"I_s",0.663367946658336,0.270296539347469,-0.393071407310868,-59.253904155444
"u-shaped",0.2,200,9,"Modularity",0.556361582345374,0.572046407591644,0.0156848252462697,2.81917834444093
"u-shaped",0.2,200,9,"Nestedness",1.13688791650982,1.07069860261992,-0.0661893138898946,-5.82197355858017
"u-shaped",0.2,200,9,"varz_males",0.737318838109129,0.0690373025597662,-0.668281535549363,-90.6367097934438
"u-shaped",0.2,200,9,"zbar_males",5.01537960870139,5.38293464602326,0.367555037321873,7.32855867348878
"uniform",0.5,200,9,"Centralization",0.0171212065982592,0.013760947128264,-0.00336025946999517,-19.6263005805726
"uniform",0.5,200,9,"I_s",0.281146171084799,0.328831644430109,0.0476854733453105,16.9610964863284
"uniform",0.5,200,9,"Modularity",0.589953904809686,0.629718398429199,0.039764493619513,6.74027128142166
"uniform",0.5,200,9,"Nestedness",0.918053378442106,0.752687297396052,-0.165366081046055,-18.0126869449218
"uniform",0.5,200,9,"varz_males",0.731505871198786,0.0737883821427812,-0.657717489056005,-89.9128106761662
"uniform",0.5,200,9,"zbar_males",4.98022209289723,4.99967962665656,0.0194575337593292,0.390696105442355
"gaussian",0.5,200,9,"Centralization",0.0207456952482309,0.0147538695918881,-0.00599182565634288,-28.8822600768409
"gaussian",0.5,200,9,"I_s",0.49013850750912,0.320872262760114,-0.169266244749005,-34.5343698068563
"gaussian",0.5,200,9,"Modularity",0.580717142755443,0.619658471676509,0.0389413289210663,6.70573090649498
"gaussian",0.5,200,9,"Nestedness",1.02212698348433,0.750288871551908,-0.271838111932423,-26.595336619111
"gaussian",0.5,200,9,"varz_males",0.746735158982971,0.0742300542622014,-0.67250510472077,-90.059386735814
"gaussian",0.5,200,9,"zbar_males",5.00388041199091,5.00723920291352,0.00335879092260782,0.0671237249107528
"sigmoid",0.5,200,9,"Centralization",0.0229634339402552,0.0160176647507432,-0.00694576918951197,-30.2470841581578
"sigmoid",0.5,200,9,"I_s",0.580569959452624,0.291389564425298,-0.289180395027326,-49.8097413272937
"sigmoid",0.5,200,9,"Modularity",0.57717166748881,0.593785072532056,0.0166134050432463,2.87841659233358
"sigmoid",0.5,200,9,"Nestedness",1.04852225197354,0.908441222094627,-0.140081029878914,-13.3598528419642
"sigmoid",0.5,200,9,"varz_males",0.697784337867946,0.0742359365419785,-0.623548401325967,-89.3611919165736
"sigmoid",0.5,200,9,"zbar_males",4.99300691623546,5.74001641320245,0.747009496966982,14.9611148051483
"u-shaped",0.5,200,9,"Centralization",0.0231763303755119,0.0210364607781557,-0.00213986959735613,-9.23299574473239
"u-shaped",0.5,200,9,"I_s",0.467197062229323,0.310023184666355,-0.157173877562968,-33.6418805402974
"u-shaped",0.5,200,9,"Modularity",0.579615183592207,0.580265909986259,0.000650726394052503,0.112268693518272
"u-shaped",0.5,200,9,"Nestedness",1.0847178449662,1.02219630349628,-0.0625215414699143,-5.76385294664924
"u-shaped",0.5,200,9,"varz_males",0.699539137205247,0.0715855885937359,-0.627953548611512,-89.7667500234898
"u-shaped",0.5,200,9,"zbar_males",4.98299425172667,4.15490112696703,-0.828093124759635,-16.6183841065578
"uniform",0.8,200,8,"Centralization",0.0168522859673531,0.01668487489448,-0.000167411072873099,-0.993402753771295
"uniform",0.8,200,8,"I_s",0.247293368723156,0.313542111958535,0.0662487432353793,26.7895348659933
"uniform",0.8,200,8,"Modularity",0.60589093209143,0.618858769062828,0.0129678369713989,2.14029230089914
"uniform",0.8,200,8,"Nestedness",0.882497920702473,0.762040318868087,-0.120457601834386,-13.649618770603
"uniform",0.8,200,8,"varz_males",0.743976967631094,0.0782135806430252,-0.665763386988069,-89.4870965035294
"uniform",0.8,200,8,"zbar_males",5.00148057934467,5.01117660372823,0.00969602438355999,0.193863081736297
"gaussian",0.8,200,8,"Centralization",0.016238024214022,0.0150564082396231,-0.00118161597439893,-7.2768457469017
"gaussian",0.8,200,8,"I_s",0.301400100972163,0.372611705046049,0.071211604073886,23.6269343786527
"gaussian",0.8,200,8,"Modularity",0.602437254297233,0.639561968790966,0.0371247144937323,6.16242010747489
"gaussian",0.8,200,8,"Nestedness",0.896124138858753,0.762277611265275,-0.133846527593478,-14.9361591535673
"gaussian",0.8,200,8,"varz_males",0.716029831114714,0.0750329410280971,-0.640996890086617,-89.5209755561042
"gaussian",0.8,200,8,"zbar_males",4.9960894547706,5.01293217732239,0.0168427225517931,0.337118114162478
"sigmoid",0.8,200,8,"Centralization",0.0288703019218011,0.0165172815502616,-0.0123530203715395,-42.7879847082972
"sigmoid",0.8,200,8,"I_s",0.604786856585752,0.296431781949618,-0.308355074636134,-50.985743370303
"sigmoid",0.8,200,8,"Modularity",0.577299998414383,0.596707016161093,0.0194070177467101,3.36168678330392
"sigmoid",0.8,200,8,"Nestedness",1.08755758254586,0.908298277843703,-0.179259304702153,-16.4827414731022
"sigmoid",0.8,200,8,"varz_males",0.737515321885793,0.0757778891634476,-0.661737432722346,-89.7252454403677
"sigmoid",0.8,200,8,"zbar_males",5.00378339350115,5.84210067913801,0.838317285636853,16.7536685685805
"u-shaped",0.8,200,8,"Centralization",0.0224730956459078,0.0183349598713714,-0.00413813577453634,-18.4137327573287
"u-shaped",0.8,200,8,"I_s",0.341229971613665,0.369007560529082,0.0277775889154173,8.14043056770717
"u-shaped",0.8,200,8,"Modularity",0.587954243709464,0.611031901513607,0.0230776578041427,3.92507717242475
"u-shaped",0.8,200,8,"Nestedness",0.977275818017474,0.839306418890739,-0.137969399126735,-14.1177543312821
"u-shaped",0.8,200,8,"varz_males",0.703147867344785,0.0882091996234027,-0.614938667721382,-87.4550995999608
"u-shaped",0.8,200,8,"zbar_males",4.94708614420157,4.83554466825649,-0.111541475945082,-2.25469039134924
"uniform",1,200,8,"Centralization",0.0183549806458054,0.0146852244785777,-0.00366975616722771,-19.9932445478571
"uniform",1,200,8,"I_s",0.292847742588017,0.339134075743598,0.046286333155581,15.8055967058272
"uniform",1,200,8,"Modularity",0.596467591611816,0.621416787867925,0.0249491962561097,4.18282512025344
"uniform",1,200,8,"Nestedness",0.904379634781462,0.75922389338904,-0.145155741392423,-16.0503107113307
"uniform",1,200,8,"varz_males",0.706816000217402,0.075681220619865,-0.631134779597537,-89.2926559958197
"uniform",1,200,8,"zbar_males",4.96773794725618,5.05667861170078,0.0889406644445989,1.79036546188438
"gaussian",1,200,8,"Centralization",0.0157424667209146,0.0141740001509306,-0.00156846656998398,-9.9632833773134
"gaussian",1,200,8,"I_s",0.284291220361911,0.379922710367244,0.0956314900053334,33.6385660744612
"gaussian",1,200,8,"Modularity",0.627823970465602,0.66291372426478,0.0350897537991787,5.58910705068424
"gaussian",1,200,8,"Nestedness",0.921351119031907,0.71470978694624,-0.206641332085668,-22.4280763128385
"gaussian",1,200,8,"varz_males",0.741099453499936,0.0844098768891399,-0.656689576610796,-88.6101822784373
"gaussian",1,200,8,"zbar_males",5.01909329626615,5.01018627046622,-0.00890702579992464,-0.177462845860045
"sigmoid",1,200,8,"Centralization",0.0265932678318148,0.0188162461111816,-0.00777702172063318,-29.2443251796575
"sigmoid",1,200,8,"I_s",0.65180453103777,0.295881199521981,-0.35592333151579,-54.6058388009525
"sigmoid",1,200,8,"Modularity",0.574359303497797,0.582707169203305,0.00834786570550816,1.45342221405145
"sigmoid",1,200,8,"Nestedness",1.09073478057938,0.939961554877818,-0.150773225701564,-13.823087737376
"sigmoid",1,200,8,"varz_males",0.736384020640252,0.0695481391376956,-0.666835881502556,-90.5554524285811
"sigmoid",1,200,8,"zbar_males",4.98452687882753,5.85656037428236,0.872033495454832,17.4948097713931
"u-shaped",1,200,8,"Centralization",0.0215166516785839,0.014666830917447,-0.00684982076113688,-31.8349753644741
"u-shaped",1,200,8,"I_s",0.335081906559903,0.350257865104349,0.0151759585444463,4.52902954392534
"u-shaped",1,200,8,"Modularity",0.593738759236692,0.614164519989936,0.0204257607532436,3.44019325595366
"u-shaped",1,200,8,"Nestedness",0.934999731429878,0.796606189188851,-0.138393542241027,-14.801452619605
"u-shaped",1,200,8,"varz_males",0.751441811675847,0.0936403366327179,-0.657801475043129,-87.5385778143109
"u-shaped",1,200,8,"zbar_males",5.0180754240148,4.99290824475469,-0.025167179260114,-0.501530509877801
"uniform",1.2,200,8,"Centralization",0.0150498127520276,0.0147380306725868,-0.000311782079440813,-2.07166749897807
"uniform",1.2,200,8,"I_s",0.280546257758067,0.334454368543077,0.0539081107850094,19.2154089724119
"uniform",1.2,200,8,"Modularity",0.600852693162035,0.618747885196865,0.0178951920348301,2.9782993799454
"uniform",1.2,200,8,"Nestedness",0.90886923610452,0.767212028295224,-0.141657207809297,-15.586093376474
"uniform",1.2,200,8,"varz_males",0.676639744470333,0.0738381240198136,-0.602801620450519,-89.0875277984722
"uniform",1.2,200,8,"zbar_males",4.99016417067404,5.03336111748789,0.0431969468138558,0.865641797272193
"gaussian",1.2,200,8,"Centralization",0.016945113182218,0.0159343076469856,-0.00101080553523235,-5.96517429162456
"gaussian",1.2,200,8,"I_s",0.297894037631455,0.410279778780822,0.112385741149367,37.7267507745177
"gaussian",1.2,200,8,"Modularity",0.640969653109968,0.669601201371639,0.0286315482616701,4.46691167401617
"gaussian",1.2,200,8,"Nestedness",0.890925682646677,0.723581712061627,-0.16734397058505,-18.7831570965516
"gaussian",1.2,200,8,"varz_males",0.681732434940294,0.0907067038491344,-0.59102573109116,-86.6946767969052
"gaussian",1.2,200,8,"zbar_males",4.99555283765327,4.98771863184036,-0.00783420581291949,-0.156823600260421
"sigmoid",1.2,200,8,"Centralization",0.0322111585294935,0.0168308243888595,-0.015380334140634,-47.7484661923951
"sigmoid",1.2,200,8,"I_s",0.696000183751117,0.286964733567722,-0.409035450183396,-58.7694457175118
"sigmoid",1.2,200,8,"Modularity",0.579249775690793,0.601138961342712,0.0218891856519189,3.7788854774807
"sigmoid",1.2,200,8,"Nestedness",1.20774391967537,0.91567997485526,-0.292063944820112,-24.1826052743544
"sigmoid",1.2,200,8,"varz_males",0.695735555203668,0.0805090256942578,-0.61522652950941,-88.4282145576577
"sigmoid",1.2,200,8,"zbar_males",4.93139602380417,5.90721273537328,0.975816711569109,19.7878391201757
"u-shaped",1.2,200,8,"Centralization",0.0189471775972847,0.0143877149772368,-0.0045594626200479,-24.0640728500973
"u-shaped",1.2,200,8,"I_s",0.298303494211054,0.347348690187292,0.049045195976238,16.4413749513567
"u-shaped",1.2,200,8,"Modularity",0.586550689756915,0.618258545033212,0.031707855276297,5.40581672309307
"u-shaped",1.2,200,8,"Nestedness",0.953659232715509,0.783235345047288,-0.170423887668221,-17.8705224908215
"u-shaped",1.2,200,8,"varz_males",0.710409616305383,0.0850542916247214,-0.625355324680661,-88.0274295740728
"u-shaped",1.2,200,8,"zbar_males",4.98947740678529,4.94627884318703,-0.0431985635982626,-0.865793350211706
"uniform",1.5,200,8,"Centralization",0.0186028262986185,0.0142289113094668,-0.00437391498915168,-23.5120992850237
"uniform",1.5,200,8,"I_s",0.271077668729197,0.327890804420005,0.0568131356908079,20.9582500680141
"uniform",1.5,200,8,"Modularity",0.591015746142673,0.630339313989298,0.0393235678466255,6.65355671202924
"uniform",1.5,200,8,"Nestedness",0.916398371911225,0.74964611660149,-0.166752255309735,-18.1964809651461
"uniform",1.5,200,8,"varz_males",0.730476800512095,0.0768687561899561,-0.653608044322139,-89.4769065716984
"uniform",1.5,200,8,"zbar_males",5.02270832158814,5.00850382685564,-0.0142044947325033,-0.282805487060653
"gaussian",1.5,200,8,"Centralization",0.0230669681688758,0.0157543539695514,-0.00731261419932434,-31.7016703096302
"gaussian",1.5,200,8,"I_s",0.405366647220242,0.474608977204626,0.0692423299843838,17.081407772249
"gaussian",1.5,200,8,"Modularity",0.656912014627,0.69892743852656,0.0420154238995599,6.39589822746911
"gaussian",1.5,200,8,"Nestedness",0.951535433573179,0.704809483417364,-0.246725950155816,-25.9292446135524
"gaussian",1.5,200,8,"varz_males",0.690522488975011,0.0938615899339018,-0.596660899041109,-86.4071639327451
"gaussian",1.5,200,8,"zbar_males",5.03393014600592,4.98338028599678,-0.0505498600091343,-1.00418278647037
"sigmoid",1.5,200,8,"Centralization",0.0359703592777669,0.020021324656789,-0.0159490346209779,-44.3393809269953
"sigmoid",1.5,200,8,"I_s",0.694250288214814,0.293018703036107,-0.401231585178708,-57.7935064615427
"sigmoid",1.5,200,8,"Modularity",0.59314513063626,0.599586773763342,0.00644164312708162,1.08601466898527
"sigmoid",1.5,200,8,"Nestedness",1.08715520990937,0.962150661617881,-0.125004548291486,-11.4983166296841
"sigmoid",1.5,200,8,"varz_males",0.698969775729056,0.0719258169923145,-0.627043958736742,-89.709738605322
"sigmoid",1.5,200,8,"zbar_males",4.96628652559767,5.97098303965939,1.00469651406172,20.2303372727937
"u-shaped",1.5,200,8,"Centralization",0.015996538043829,0.0184110524364064,0.00241451439257744,15.0939808723731
"u-shaped",1.5,200,8,"I_s",0.293512525784694,0.345418170532647,0.0519056447479531,17.6843031176218
"u-shaped",1.5,200,8,"Modularity",0.606802628118534,0.615206507112805,0.00840387899427042,1.38494439622446
"u-shaped",1.5,200,8,"Nestedness",0.891393432820673,0.820592675623082,-0.0708007571975915,-7.94270572238273
"u-shaped",1.5,200,8,"varz_males",0.697038817781945,0.0790614108822596,-0.617977406899685,-88.6575311352326
"u-shaped",1.5,200,8,"zbar_males",5.015251632569,5.04138373030481,0.0261320977358075,0.52105257423388
"uniform",2,200,8,"Centralization",0.0171816025639316,0.0152585064814127,-0.0019230960825189,-11.1927631625932
"uniform",2,200,8,"I_s",0.275995644764727,0.300230386311139,0.0242347415464121,8.78084201910906
"uniform",2,200,8,"Modularity",0.59774758403635,0.614841095165762,0.0170935111294116,2.85965373778443
"uniform",2,200,8,"Nestedness",0.919176647848816,0.771554381779444,-0.147622266069372,-16.0602715935895
"uniform",2,200,8,"varz_males",0.689754080668899,0.0808322079294394,-0.608921872739459,-88.2810105521882
"uniform",2,200,8,"zbar_males",4.98554137078161,5.01452235518939,0.02898098440778,0.581300650268929
"gaussian",2,200,8,"Centralization",0.0267668909385222,0.0141635285462546,-0.0126033623922677,-47.0856418147885
"gaussian",2,200,8,"I_s",0.533676945740083,0.549694803038241,0.0160178572981575,3.00141451228412
"gaussian",2,200,8,"Modularity",0.686562993977226,0.768209380664037,0.0816463866868109,11.8920459452435
"gaussian",2,200,8,"Nestedness",0.980236422937923,0.581928193036856,-0.398308229901068,-40.633894087232
"gaussian",2,200,8,"varz_males",0.701374878814202,0.0870327564470533,-0.614342122367148,-87.5911215134768
"gaussian",2,200,8,"zbar_males",4.97634162048239,5.03223024879883,0.0558886283164375,1.12308664836036
"sigmoid",2,200,8,"Centralization",0.0311006642430595,0.020888809983735,-0.0102118542593245,-32.8348429458494
"sigmoid",2,200,8,"I_s",0.635066038507128,0.31570941637684,-0.319356622130288,-50.2871516922886
"sigmoid",2,200,8,"Modularity",0.599778501177541,0.605344659871761,0.00556615869422028,0.928035713733033
"sigmoid",2,200,8,"Nestedness",1.06356916366726,0.960558580753486,-0.103010582913776,-9.68536757483533
"sigmoid",2,200,8,"varz_males",0.703163361402286,0.0786696980685199,-0.624493663333766,-88.8120311172595
"sigmoid",2,200,8,"zbar_males",4.99139395627562,5.97669447244823,0.985300516172606,19.7399869616342
"u-shaped",2,200,8,"Centralization",0.0190374151471724,0.0138133944764974,-0.00522402067067502,-27.4408086932481
"u-shaped",2,200,8,"I_s",0.272179282012135,0.325116393471437,0.052937111459302,19.4493537744514
"u-shaped",2,200,8,"Modularity",0.598492755690714,0.621164820775566,0.0226720650848522,3.78819373656188
"u-shaped",2,200,8,"Nestedness",0.851519800666126,0.802436602455402,-0.0490831982107243,-5.76418753531362
"u-shaped",2,200,8,"varz_males",0.657718796573481,0.0826509272977415,-0.57506786927574,-87.4336984546697
"u-shaped",2,200,8,"zbar_males",5.02774182547823,5.0243466699039,-0.00339515557433501,-0.0675284390524977
